,dayl (s),prcp (mm/day),srad (W/m2),swe (kg/m2),tmax (degrees C),tmin (degrees C),vp (Pa)
2008-06-18,54423.48828125,4.619999885559082,193.2400054931641,0.0,17.799999237060547,11.029999732971191,1314.469970703125
2008-06-19,54430.421875,1.6699999570846558,403.9299926757813,0.0,20.43000030517578,9.100000381469728,1065.0899658203125
2008-06-20,54433.390625,13.81999969482422,297.1400146484375,0.0,22.530000686645508,11.0600004196167,1317.4100341796875
2008-06-21,54432.41015625,7.78000020980835,342.69000244140625,0.0,26.540000915527344,11.739999771118164,1352.949951171875
2008-06-22,54427.48046875,5.179999828338623,286.92999267578125,0.0,26.520000457763672,14.890000343322754,1692.25
2008-06-23,54418.6015625,11.619999885559082,293.69000244140625,0.0,26.13999938964844,14.270000457763672,1625.5999755859375
2008-06-24,54405.76953125,0.75,387.2300109863281,0.0,23.530000686645508,12.40999984741211,1434.7099609375
2008-06-25,54389.01953125,5.900000095367432,368.7699890136719,0.0,27.299999237060547,10.68000030517578,1284.739990234375
2008-06-26,54368.33984375,5.119999885559082,309.79998779296875,0.0,26.82999992370605,14.229999542236328,1621.6600341796875
2008-06-27,54343.76953125,2.049999952316284,246.9199981689453,0.0,27.600000381469727,18.059999465942383,2070.169921875
2008-06-28,54315.30859375,0.4699999988079071,368.0499877929688,0.0,28.239999771118164,17.56999969482422,1974.6300048828125
2008-06-29,54282.98828125,2.109999895095825,235.3000030517578,0.0,27.280000686645508,18.700000762939453,2155.330078125
2008-06-30,54246.828125,0.0,357.1099853515625,0.0,25.530000686645508,15.920000076293944,1802.0400390625
2008-07-01,54206.87109375,0.0,386.2099914550781,0.0,24.459999084472656,14.010000228881836,1562.3199462890625
2008-07-02,54163.12890625,0.0,511.8800048828125,0.0,26.940000534057617,10.460000038146973,1100.530029296875
2008-07-03,54115.6484375,10.130000114440918,282.9800109863281,0.0,24.32999992370605,14.239999771118164,1622.3299560546875
2008-07-04,54064.4609375,0.0,438.4200134277344,0.0,24.3799991607666,12.0600004196167,1328.1300048828125
2008-07-05,54009.609375,0.0,479.0199890136719,0.0,26.11000061035156,11.600000381469728,1234.77001953125
2008-07-06,53951.12109375,0.0,501.9700012207031,0.0,29.09000015258789,12.600000381469728,1273.1400146484375
2008-07-07,53889.05078125,0.0,438.8699951171875,0.0,30.729999542236328,17.25,1798.4000244140625
2008-07-08,53823.44921875,0.0,400.7900085449219,0.0,31.09000015258789,19.100000381469727,2085.56005859375
2008-07-09,53754.3515625,6.320000171661377,226.27999877929688,0.0,27.200000762939453,19.09000015258789,2208.0400390625
2008-07-10,53681.80078125,0.0,434.80999755859375,0.0,25.38999938964844,13.140000343322754,1436.8199462890625
2008-07-11,53605.87109375,0.0,446.239990234375,0.0,25.61000061035156,12.899999618530272,1391.6099853515625
2008-07-12,53526.58984375,0.699999988079071,480.8500061035156,0.0,30.46999931335449,15.15999984741211,1527.0
2008-07-13,53444.0390625,29.59000015258789,224.83999633789065,0.0,25.63999938964844,17.989999771118164,2061.06005859375
2008-07-14,53358.25,0.0,423.9100036621094,0.0,26.1299991607666,14.329999923706056,1631.5699462890625
2008-07-15,53269.2890625,0.0,482.9299926757813,0.0,27.209999084472656,12.4399995803833,1379.260009765625
2008-07-16,53177.21875,1.2100000381469729,493.7999877929688,0.0,30.38999938964844,14.06999969482422,1500.8199462890625
2008-07-17,53082.08984375,7.71999979019165,310.6199951171875,0.0,28.479999542236328,16.270000457763672,1848.6700439453125
2008-07-18,52983.96875,0.0,438.6199951171875,0.0,31.549999237060547,17.479999542236328,1962.030029296875
2008-07-19,52882.921875,2.6600000858306885,276.760009765625,0.0,30.780000686645508,19.729999542236328,2298.159912109375
2008-07-20,52778.98828125,30.31999969482422,265.5199890136719,0.0,30.5,20.049999237060547,2343.889892578125
